name,count
"Lisa Simpson",61
"Marge Simpson",29
"Juliet Hobbes",28
"Homer Simpson",25
"Bart Simpson",14
"Prof. Hobbes",8
"Art Instructor",7
"Kearney Zzyzwicz",7
"Jimbo Jones",6
"DOLPH",6
"Comic Book Guy",4
"Seymour Skinner",4
"Martin Prince",3
"Nelson Muntz",2
"Fairy Princess",2
"Two-Nicorn",2
"Groundskeeper Willie",2
"Immigration Official",2
"Carl Carlson",2
"Dragon Kearney",2
"Apu Nahasapeemapetilon",1
"Folk Art Singer",1
"Mrs. Hobbes",1
"Creature",1
"Lenny Leonard",1
"Goblin Jimbo",1
