name,count
"Homer Simpson",49
"C. Montgomery Burns",32
"Moe Szyslak",22
"Marge Simpson",15
"Otto Mann",14
"Seymour Skinner",13
"Bart Simpson",12
"Apu Nahasapeemapetilon",11
"Waylon Smithers",10
"Milhouse Van Houten",7
"Gary Chalmers",6
"Edna Krabappel-Flanders",4
"Bowling Clerk",3
"Lunchlady Doris",3
"Lisa Simpson",3
"Nelson Muntz",2
"Students",2
"Hans Moleman",2
"Chief Wiggum",2
"Comic Book Guy",1
"Mayor Joe Quimby",1
"Quimby #2",1
"Quimbys",1
"Class",1
"Krusty the Clown",1
"Kent Brockman",1
"Bumblebee Man",1
"Al",1
"Snake Jailbird",1
"Ned Flanders",1
"Nurselady Doris",1
"Luigi",1
"Groundskeeper Willie",1
"Cletus Spuckler",1
"Captain Horatio McCallister",1
"Rod Flanders",1
"Jimbo Jones",1
"Martin Prince",1
"Rev. Timothy Lovejoy",1
