name,count
"Homer Simpson",67
"Marge Simpson",23
"Lisa Simpson",13
"Deputy Director Gratman",13
"Bart Simpson",12
"Lenny Leonard",10
"Carl Carlson",9
"Judd Apatow",5
"Gottfrid",4
"Producer #3",4
"Squeaky-Voiced Teen",3
"Criminal #2",3
"Producer #1",3
"The Collider",2
"Rev. Timothy Lovejoy",2
"Raiders Dad",2
"Death Metal Lead Singer",2
"Paul Rudd",2
"Chief Wiggum",2
"Criminal #1",2
"Bailiff",2
"Producer #2",2
"Producer #4",2
"Plant Employee #1",1
"Plant Employee #2",1
"Milhouse Van Houten",1
"Altar Boy",1
"Radioactive Man",1
"Announcer",1
"Altar Boy Usher",1
"Serious Announcer",1
"Leslie Mann",1
"Ned Flanders",1
"Sleazy Executive",1
"Fbi Agent",1
"Young Fbi Agent",1
"Sideshow Mel",1
"Fbi Trooper #1",1
"Fbi Trooper #2",1
"Fbi Trooper #3",1
"Criminal #3",1
"Blue-Haired Lawyer",1
"SETH ROGEN",1
"Federal Judge",1
"Springfielders",1
"Dr. Julius Hibbert",1
"Comic Book Guy",1
"Channing Tatum",1
