name,count
"Hobo",32
"Homer Simpson",20
"Marge Simpson",17
"Huck Finn",17
"Paul Bunyan",15
"Tom Sawyer",13
"Lisa Simpson",9
"Sourdough Moe",7
"Connie Appleseed",6
"Judge Thatcher",6
"Moe Szyslak",5
"Bart Simpson",4
"Becky Thatcher",4
"Parson Lovejoy",4
"Lenny Leonard",3
"Grampa Simpson",3
"Apu Nahasapeemapetilon",3
"Airline Rep",2
"Country Doctor",2
"Abe Bunyan",2
"Crowd",2
"FAINT VOICE",2
"Sheriff Wiggum",2
"Voice",2
"Photographer",2
"HUCK/TOM",2
"Dr. Julius Hibbert",2
"Mrs. Abe Bunyan",1
"Barney Gumble",1
"Groundskeeper Willie",1
"Carl Carlson",1
"Seymour Skinner",1
"PUAL BUNYAN",1
"Professor Jonathan Frink",1
"Rev. Timothy Lovejoy",1
"Villagers",1
"Mayor Joe Quimby",1
"Hans Moleman",1
"Chief Wiggum",1
"Sideshow Mel",1
"Pioneers",1
"Milhouse Van Houten",1
"Conductor",1
