name,count
"Grampa Simpson",22
"Homer Simpson",19
"Young Grampa",16
"Joseph",15
"Young Burns",12
"Santa Claus",11
"Mary",9
"Lisa Simpson",9
"Marge Simpson",7
"Angel",5
"King Herod",5
"Innkeeper",5
"Bart Simpson",5
"Moe Szyslak",5
"Ned Flanders",4
"Skinner Wise Man",4
"Frink Wise Man",4
"Cyrus",4
"Krusty the Clown",4
"Dewey Largo",3
"Rev. Timothy Lovejoy",2
"Barney Gumble",2
"Squeaky-Voiced Teen",2
"Sideshow Mel",2
"Hibbert Wise Man",2
"Dr. Nick Riviera",2
"Shepherd Carl",2
"WISE MAN HIBBERT",2
"Chief Wiggum",2
"Energizer Bunny",2
"Elderly Cyrus",2
"Carl Carlson",2
"Apu Nahasapeemapetilon",2
"Old Jewish Man",2
"Shepherd Lenny",1
"Lou",1
"Matthew",1
"Impaled Roman Soldiers",1
"Congregation",1
"Announcer",1
"Battery",1
"Native Wives",1
"Cletus Spuckler",1
"Lenny Leonard",1
"Mayor Joe Quimby",1
"C. Montgomery Burns",1
"Agnes Skinner",1
"Comic Book Guy",1
"Rabbi Hyman Krustofsky",1
