name,count
"Simpson Home",40
"Simpson Living Room",22
"Springfield Forest",22
"Springfield Police Station",19
"Hillside",14
"Springfield Town Hall",13
"Krusty Burger",12
"KRUSTYBURGER ROOF",12
"SPRINGFIELD JAIL",12
"Simpson Kitchen",7
"Moe's Tavern",7
"Springfield",6
"Hill",6
"Springfield Street",4
"Abandoned Warehouse",4
"MOON",4
"Springfield Elementary School",4
"BARBERSHOP",3
"Restaurant",3
"Warehouse",3
"TREE",3
"Street",2
"Evergreen Terrace",2
"REDWOOD TREE",2
"SPRINGFIELD BUSINESS DISTRICT",2
"THAI RESTAURANT",1
"TV Studio",1
"HEMP CITY",1
