name,count
"MAIN TENT",22
"Library",21
"MEADOW",19
"PARKFIELD MANOR",18
"Tent",17
"Simpson Dining Room",14
"Lisa's Tent",14
"GROOM'S TENT",14
"Moe's Tavern",12
"Simpsons",11
"DORM ROOM",9
"Simpson Home",8
"Springfield Nuclear Power Plant",7
"Maggie's Bedroom",7
"RENAISSANCE FAIR",7
"Springfield Elementary School",6
"Lisa's Bedroom",6
"Friar Wiggum's Fantastical Beastarium",5
"OTTO CAB",4
"New Bedroom",4
"Skyscraper",3
"Springfield Street",3
"BRIDE'S TENT",3
"Airport",2
"Simpson Car",1
