name,count
"Bart Simpson",122
"Homer Simpson",36
"Milhouse Van Houten",26
"Mrs. Glick",24
"Martin Prince",20
"Marge Simpson",17
"Dealer",14
"Lisa Simpson",12
"Radioactive Man",7
"BUDDY",4
"DIAMOND JOE",3
"Ticket Seller",2
"Otto Mann",2
"Nelson Muntz",2
"Young Patty",2
"Young Selma",2
"Adult Narrator",2
"Apu Nahasapeemapetilon",2
"Teller",2
"Eddie",2
"Lou",2
"Soap Actress",2
"Jimbo Jones",1
"Lost And Found Guy",1
"Fallout Boy",1
"Announcer",1
"Convention Director",1
"Older Patty",1
"Older Selma",1
"Barney Gumble",1
"Asa",1
"Soap Actor",1
"Young Marge",1
