name,count
"Marge Simpson",62
"Homer Simpson",58
"Lisa Simpson",28
"Bart Simpson",28
"Amuse Bruce",10
"Foie Greg",9
"Thug",7
"Spanish Chef",6
"Gordon Ramsay",4
"Chief Wiggum",4
"Game Developer",3
"Ned Flanders",3
"Ethiopian Waitress",3
"TONY BOURDAIN",3
"Comic Book Guy",2
"Sideshow Mel",2
"Female Singer",2
"Krusty the Clown",2
"Game Announcer",1
"Security Guard",1
"Rev. Timothy Lovejoy",1
"Mario Batali",1
"BRITISH VOICE",1
"Brandine Del Roy",1
"Cletus Spuckler",1
"Young Thug",1
