name,count
"Marge Simpson",73
"Homer Simpson",55
"Chief Wiggum",19
"Herman Hermann",11
"Bart Simpson",10
"Lisa Simpson",9
"Moe Szyslak",9
"Snake Jailbird",8
"Ned Flanders",5
"Sinister Man",4
"Lenny Leonard",3
"Rev. Timothy Lovejoy",3
"Psychotic Guy",2
"Lionel Hutz",2
"Apu Nahasapeemapetilon",2
"Seymour Skinner",2
"Agnes Skinner",2
"Edna Krabappel-Flanders",2
"Hans Moleman",2
"Barney Gumble",2
"Grampa Simpson",2
"Dr. Julius Hibbert",1
"Shill",1
"Crowd",1
"News Vendor",1
"Lou",1
"Eddie",1
"Milhouse Van Houten",1
"Kearney Zzyzwicz",1
"Jimbo Jones",1
"Maude Flanders",1
"Hairdresser",1
"Carl Carlson",1
"Players",1
"Henchman",1
