name,count
"Springfield",26
"Springfield Mall",23
"MEETING HALL",21
"Springfield Elementary School",16
"Simpson Home",16
"The Sole Provider",12
"Army Recruitment Office",11
"Moe's Tavern",11
"RIDGE",8
"BASEMENT",7
"ARMY BASE",6
"Springfield Reservoir",6
"AWARDS CEREMONY",5
"Countryside",5
"BASE",3
"VISITING AREA",3
"COLONEL'S TENT",3
"Bedroom",3
"ARMY COMMAND CENTER",3
"Internment Camp",3
"Krusty's Mansion",3
"Aircraft Carrier",3
"Springfield Retirement Castle",2
"Evergreen Terrace",1
"Springfield Street",1
"Burns Manor",1
