name,count
"Bart Simpson",39
"Krusty the Clown",27
"Lisa Simpson",19
"Marge Simpson",11
"Homer Simpson",10
"Auctioneer",8
"Mr. Dewey",5
"Milhouse Van Houten",5
"Rory",5
"Troy McClure",4
"Captain Horatio McCallister",4
"Teller #2",3
"Kent Brockman",3
"Chief Agent",3
"Jasper Beardly",3
"Seymour Skinner",3
"Bank Employee",2
"Selma Bouvier",2
"Moe Szyslak",2
"Chief Wiggum",2
"Bob Newhart",2
"Dr. Julius Hibbert",2
"Comic Book Guy",1
"Teller",1
"Jimbo Jones",1
"Kids",1
"Girls",1
"Announcer",1
"Cayman Islands Bank Guy",1
"2ND IRS AGENT",1
"All",1
"Squeaky-Voiced Teen",1
"Phone Bid Taker",1
"Patty Bouvier",1
"Apu Nahasapeemapetilon",1
"Man's Voice",1
"Agnes Skinner",1
"Gary Chalmers",1
"Sideshow Mel",1
"Mrs. Glick",1
