name,count
"Simpson Home",50
"Homer's Dream City",26
"Springfield Nuclear Power Plant",14
"SKI MOUNTAIN",13
"Movie Theater",11
"Homer's Dream",11
"Springfield Park",10
"Streets Of Springfield",10
"SHORE OF LAKE",9
"Lake Springfield",8
"Sky",7
"Therapist's Office",7
"Hallway",6
"NEXT DREAM LEVEL",6
"CENTER OF LAKE",6
"Nuclear Plant Parking Lot",4
"LIVING ROOM",4
"OLD GLOBE THEATER",4
"INCEPTION-STYLE BEACH",4
"Homer's Car",2
"Supply Closet",1
"STREET OUTSIDE PLANT",1
"Simpson Master Bedroom",1
"Enormous Store",1
"JUST ABOVE SPIKY ROCKS",1
"small Shed",1
