name,count
"Homer Simpson",111
"Kim Basinger",33
"Alec Baldwin",33
"Ron Howard",24
"Marge Simpson",16
"Lisa Simpson",10
"Bart Simpson",10
"Moe Szyslak",9
"Apu Nahasapeemapetilon",6
"STUDIO EXECUTIVE",4
"Homie Bear",3
"Lenny Leonard",3
"Carl Carlson",3
"BART BART",2
"Ned Flanders",2
"Clerk",2
"Barney Gumble",2
"Gentleman",2
"Chief Wiggum",2
"Kirk Van Houten",2
"Judge Snyder",2
"Ranger Ned",1
"Barflies",1
"Captain Horatio McCallister",1
"Waylon Smithers",1
"Comic Book Guy",1
"Sideshow Mel",1
"Krusty the Clown",1
"ALEC/KIM",1
"ALEC/KIM/RON",1
