name,count
"Museum",37
"Springfield Street",22
"Springfield Elementary School",19
"MONSARNO LAB",16
"SEMINAR ROOM",13
"Simpson Kitchen",13
"BOB'S LAB",12
"CHURCH LOBBY",11
"Meeting Room",9
"Springfield Streets",8
"Simpson Home",8
"CHURCH SEMINAR ROOM",7
"DANCE HALL",7
"Springfield Elementary School Cafeteria",6
"CHURCH MEETING ROOM",6
"Auditorium",4
"SPRINGFIELD METROPOLITAN MUSEUM",4
"HOOVER'S CLASS",3
"Hallway",2
"First Church of Springfield",2
"Springfield Penitentiary",2
"MONSARNO LABS",2
"Springfield Police Station",2
"",1
"Monsarno Research Labs",1
"RIVER BOTTOM",1
