name,count
"Simpson Home",46
"Springfield Elementary School Playground",26
"SOUNDSTAGE",19
"PRIVATE SCHOOL GROUNDS",14
"CURLING FOR LOONIES SET",14
"Simpson Car",13
"Springfield Elementary School",13
"FAIR",11
"Moe's Tavern",11
"WOLFCASTLE'S HOUSE",11
"WOLFCASTLE ESTATE",10
"Floppy's",10
"Springfield Square Garden",9
"WOLFCASTLE MANSION",6
"Phineas Q. Butterfat's 5600 Flavors Ice Cream Parlor",6
"GRETA'S HOUSE",6
"Toronto Bus Station",5
"GAME BOOTH",4
"HUMVEE",4
"CN Tower",4
"PARAMOUNTIE STUDIOS",4
"FLOPPY'S NIGHT CLUB",4
"BANGED-UP HELICOPTER",3
"Basketball Court",3
"Helicopter",2
"Rural Road",1
"UNDERCOVER NERD SOUNDSTAGE",1
