name,count
"Homer Simpson",57
"Marge Simpson",23
"Bart Simpson",17
"Seymour Skinner",15
"Lisa Simpson",14
"Groundskeeper Willie",10
"Moe Szyslak",9
"C. Montgomery Burns",6
"Edna Krabappel-Flanders",6
"Ned Flanders",5
"Jimbo Jones",5
"Lunchlady Doris",4
"All",3
"Waylon Smithers",2
"Grampa Simpson",2
"Kent Brockman",2
"Chorus",2
"Mr. Peabody",2
"Kang",2
"��ter",2
"GROUNDSKEEPER WILLIE'S BRAIN",1
"Chief Wiggum",1
"Announcer",1
"Sherman",1
"Maggie Simpson",1
"Kodos",1
"Class",1
"Kid Behind Glass",1
"Milhouse Van Houten",1
