name,count
"Homer Simpson",48
"MASON",30
"Grampa Simpson",29
"Marge Simpson",23
"Lisa Simpson",10
"TV Announcer",6
"Bart Simpson",6
"Mayor Joe Quimby",5
"Agnes Skinner",4
"Kent Brockman",4
"Spanish Captain",4
"Dr. Julius Hibbert",4
"40-ish Grampa",4
"Carl Carlson",3
"Seymour Skinner",3
"Mailman",3
"Moe Szyslak",3
"DOLPH",2
"Smokin' Joe Frazier",2
"Lenny Leonard",2
"Chief Wiggum",2
"Rev. Timothy Lovejoy",2
"Dewey Largo",2
"Jimbo Jones",2
"William H. Macy",2
"Painter",2
"Mother",1
"Helen Lovejoy",1
"Coin Basket",1
"Sideshow Mel",1
"Professor Jonathan Frink",1
"Ralph Wiggum",1
"Local Announcer",1
"Kearney Zzyzwicz",1
"Spanish Sailor",1
"Toddler Homer",1
