name,count
"Homer Simpson",36
"Marge Simpson",25
"Bart Simpson",22
"Rev. Hooper",21
"Ned Flanders",15
"Rev. Timothy Lovejoy",15
"Lisa Simpson",12
"Lenny Leonard",9
"Parson",8
"Moe Szyslak",7
"Krusty the Clown",5
"Apu Nahasapeemapetilon",5
"Sideshow Mel",4
"Milhouse Van Houten",3
"Helen Lovejoy",3
"Carl Carlson",3
"Manjula Nahasapeemapetilon",3
"Foreman",2
"Worker",2
"Nelson Muntz",2
"Professor Jonathan Frink",2
"Grampa Simpson",1
"Kent Brockman",1
"Luann Van Houten",1
"Kirk Van Houten",1
"Cletus Spuckler",1
"Duffman",1
"Crowd",1
"Otto Mann",1
"Patty Bouvier",1
"Woman",1
"Hans Moleman",1
"Clerk",1
"Agnes Skinner",1
"Chief Wiggum",1
"Lindsay Naegle",1
"Congregation",1
"Mayor Joe Quimby",1
"Gary Chalmers",1
"Parishioners",1
"Lunchlady Dora",1
"Oogle Driver",1
"Oogle Worker",1
