name,count
"Declan Desmond",54
"Homer Simpson",26
"24-Year-Old Homer",12
"Marge Simpson",12
"8-Year-Old Homer",10
"C. Montgomery Burns",9
"Waylon Smithers",6
"Moe Szyslak",6
"32-Year-Old Homer",5
"Bart Simpson",5
"Professor Jonathan Frink",5
"Lenny Leonard",5
"Chief Wiggum",4
"8-Year-Old Frink",4
"11-Year-Old Moe",3
"8-Year-Old Wiggum",3
"16-Year-Old Wiggum",3
"24-Year-Old Wiggum",3
"Lou",3
"Lisa Simpson",3
"24-Year-Old Marge",3
"Young Sea Captain",3
"8-Year-Old Carl",2
"Commandant",2
"Mayor Joe Quimby",2
"32-Year-Old Eleanor",2
"Climber #2",2
"Blind Climber",2
"8-Year-Old Lenny",1
"8-Year-Old Barney",1
"32-Year-Old Wiggum",1
"Grieving Widow",1
"Band Leader",1
"Young Carl",1
"8-Year-Old Eleanor",1
"24-Year-Old Eleanor",1
"Judge Snyder",1
"8-Year-Old Marge",1
"8-Year-Old Comic Book Guy",1
"Climber #1",1
"Squeaky-Voiced Teen",1
"Nelson Muntz",1
"Dr. Julius Hibbert",1
"Ned Flanders",1
"Ralph Wiggum",1
"Krusty the Clown",1
"2-Year-Old Bart",1
