name,count
"Simpson Home",95
"Duff Brewery",28
"SCIENCE FAIR",20
"Springfield Elementary School",13
"CHURCH BASEMENT ROOM",11
"Duff Museum",10
"Moe's Tavern",10
"Duff Brewery Entrance",9
"Lisa's Bedroom",7
"All Creatures Great and Cheap",6
"DRIVER TRAINING SCHOOL",5
"Simpson Driveway",4
"First Church of Springfield",4
"Jail",3
"Courtroom",3
"ALCH-ANON MEETING",3
"Springfield Street",3
"Springfield Nuclear Power Plant",2
"Nuclear Plant Parking Lot",2
"BASEBALL STADIUM",2
"Department of Motor Vehicles",1
