name,count
"Simpson Home",28
"Itchy & Scratchy Land",21
"Park",21
"Simpson Car",15
"Theater",13
"Itchy & Scratchy Land Entrance",12
"ITCHY & SCRATCHY GIFT SHOP",10
"Itchy & Scratchy Hotel Restaurant",9
"Restaurant",8
"Club",7
"Beach",5
"Simpson Driveway",5
"Simpson Kitchen",4
"Street",4
"CONTROL CENTER",4
"GIFT SHOP",4
"REPAIR ROOM",4
"Itchy's 70's Disco",3
"CONTROL COMPLEX",3
"DETENTION AREA",3
"Street In Small Town In Amish Country",2
"Freeway",2
"Itchy & Scratchy Land Helicopter",2
"Itchy & Scratchy Hotel",2
"CHECKPOINT",1
"Motel",1
"Itchy & Scratchy Land Park n' Fly",1
"BIRD SANCTUARY",1
"ENTRANCE EURO ITCHY & SCRATCHY LAND",1
