name,count
"Auditorium",23
"Simpson Home",21
"Lisa's Classroom",16
"Bart's Classroom",16
"BATTLEFIELD RE-CREATION",14
"Van Houten Home",13
"PLAYGROUND",11
"Mrs. Krabappel's Classroom",10
"Skinner's Office",9
"Hallway Outside Skinner's Office",8
"Hallway",7
"KITCHEN",7
"HISTORICAL SITE",6
"Simpson Dining Room",6
"Park",5
"BATTLEFIELD ENTRANCE",5
"Springfield Elementary School",5
"Office",5
"Springfield Elementary School Prison",5
"Bus",4
"Springfield Elementary School Cafeteria",4
"Construction Site",4
"House",4
"Springfield Elementary School Parking Lot",3
"Parking Lot",3
"Bank",3
"ANOTHER CLASSROOM",3
"Noiseland Arcade",2
"Highway",1
"Gym Class",1
"ELEGANT LIVING ROOM",1
"Simpson Kitchen",1
