name,count
"Springfield Nuclear Power Plant",62
"Simpson Home",31
"Homer's Hotel Room",29
"Springfield Elementary School",15
"Mrs. Krabappel's Classroom",15
"Phone Booth",11
"Sky",10
"Homer's Booth",10
"Moe's Tavern",9
"Elevator",9
"SECRET ROOM",8
"Hallway",7
"Burns's Office",6
"Homer's Bathroom",4
"Dr. Hibbert's Office",3
"Car",3
"Flanders Home",3
"CONVENTION HALL",3
"CHINESE RESTAURANT",3
"Optometrist's Office",2
"Internist's Office",2
"Homer's Room",2
"CHINESE RESTAURANT KITCHEN",2
"ARAB NIGHTCLUB",1
"Dermatologist's Office",1
"Podiatrist's Office",1
"TELEPHONE BOOTH",1
