name,count
"Springfield Nuclear Power Plant",67
"Simpson Home",39
"Bart's Car",34
"DOWNTOWN KNOXVILLE",15
"PAWN SHOP",10
"STREET OUTSIDE MOE'S",9
"Springfield Elementary School",7
"Department of Motor Vehicles",7
"Springfield Commodities Exchange",7
"SITE OF THE WORLD'S FAIR",6
"Knoxville Bonded Courier Service",6
"HIGHWAY OUT OF SPRINGFIELD",5
"Country Road",5
"SALTING ROOM",4
"Kwik-E-Mart",4
"Moe's Tavern",4
"Cracker Factory",3
"Car",3
"Homer's Workstation",3
"Hong Kong International Airport",3
"Bart's Classroom",2
"Springfield Art-house Theater",2
"Theater",2
"Cargo Plane",2
"Van Houten Home",1
"MARTIN'S HOUSE",1
"NELSON'S HOUSE",1
