name,count
"Lisa Simpson",62
"Nelson Muntz",57
"Seymour Skinner",26
"Homer Simpson",15
"Milhouse Van Houten",10
"Gary Chalmers",8
"Homer's Recording",7
"Ned Flanders",7
"Kearney Zzyzwicz",6
"Chief Wiggum",6
"Groundskeeper Willie",6
"Marge Simpson",6
"Bart Simpson",5
"All Students",5
"Jimbo Jones",5
"Apu Nahasapeemapetilon",4
"DOLPH",4
"Maude Flanders",4
"Dewey Largo",3
"Lisa's Thoughts",3
"Professor Jonathan Frink",3
"Lou",3
"C. Montgomery Burns",2
"Agnes Skinner",2
"Sherri Mackleberry",1
"JANEY",1
"��ter",1
"Milhouse's Thoughts",1
"Paramedic",1
"Grampa Simpson",1
"Jasper Beardly",1
"Nelson's Brain",1
"Eddie",1
