name,count
"C. Montgomery Burns",54
"Lisa Simpson",33
"Homer Simpson",32
"Waylon Smithers",12
"Professor Jonathan Frink",11
"Marge Simpson",11
"Moe Szyslak",11
"Mark Cuban",7
"The Rich Texan",6
"Bart Simpson",6
"Jimbo Jones",5
"Groundskeeper Willie",4
"Kent Brockman",4
"Crowd",3
"Kearney Zzyzwicz",2
"Billionaire",2
"Jeff Bezos",2
"Mayor Joe Quimby",2
"Chief Wiggum",2
"Seymour Skinner",1
"Ralph Wiggum",1
"DOLPH",1
"Scared Billionaire",1
"Poker-playing Billionaire",1
"Suburban Mother",1
"Wall-E",1
"Beautiful Woman",1
"Grampa Simpson",1
"Announcer",1
"Angel Mark Cuban",1
"Lenny Leonard",1
"Carl Carlson",1
"Muk Mu",1
"Bumblebee Man",1
"Marv Albert",1
"Millionaire",1
