name,count
"Boxcar",38
"First Church of Springfield",23
"PICTURESQUE STREET",16
"Riverboat",16
"Logging Village",13
"Airport",9
"Clearing",9
"Prairie",9
"Mississippi River",8
"General Store",8
"MARGE'S FARMHOUSE",6
"Field",5
"Town",5
"Campsite",5
"MOUNTAIN PASS",5
"Springfield Town Square",4
"COBALT MOUNTAIN",4
"Forest",3
"Bedroom",3
"ON A HILL NEARBY",3
"GREAT PLAINS",3
"BOTTOM OF RAPIDS",3
"River",2
"Railroad Tracks",1
"Log Cabin",1
"Bank Of Mississippi River",1
"Underwater",1
