name,count
"Homer Simpson",62
"Lisa Simpson",47
"Bart Simpson",14
"Marge Simpson",11
"Danish Sales Rep",5
"Comic Book Guy",5
"Male Activist",5
"Kearney Zzyzwicz",4
"Milhouse Van Houten",3
"Chief Wiggum",3
"Mayor Joe Quimby",3
"Female Activist",3
"Shia LaBeouf",2
"Ominous Announcer",2
"Wise Old Alien",2
"Sexy Girl",2
"Lenny Leonard",2
"Springfield Man",2
"Snake Jailbird",1
"Man",1
"Sun",1
"Carl Carlson",1
"Gulliver Dark",1
"Ned Flanders",1
"Kent Brockman",1
"Manjula Nahasapeemapetilon",1
"Apu Nahasapeemapetilon",1
"Store Owner",1
"DOLPH",1
"Jimbo Jones",1
"National Guardsman #1",1
"National Guardsman #2",1
"National Guardsman #3",1
"Pilot",1
"Moe Szyslak",1
