name,count
"Homer Simpson",48
"Eduardo",35
"Marge Simpson",28
"Lisa Simpson",21
"Bart Simpson",13
"Seymour Skinner",12
"Kent Brockman",8
"Milhouse Van Houten",6
"Kirk Van Houten",5
"NANCY SINATRA-TYPE SINGER",3
"Edna Krabappel-Flanders",3
"Gary Chalmers",3
"Myra",2
"Nelson Muntz",2
"Moe Szyslak",2
"Dewey Largo",2
"Llewellyn Sinclair",2
"Ned Flanders",2
"Groundskeeper Willie",2
"Dr. Julius Hibbert",2
"Fireman",1
"Mrs. Muntz",1
"Parents",1
"10-Year-Old Homer",1
"Martin Prince",1
"MAN ON FIRE",1
"Comic Book Guy",1
"MAN WITH WINGS",1
"WILLIAM CONRAD-STYLE NARRATOR",1
"Jimbo Jones",1
