name,count
"Homer Simpson",44
"Colonel",29
"Recruiter #1",14
"Marge Simpson",14
"Bart Simpson",11
"Moe Szyslak",10
"Recruiter #2",9
"Krusty the Clown",6
"Drill Sergeant",6
"Aide",6
"Milhouse Van Houten",5
"Lisa Simpson",5
"Lenny Leonard",5
"Squeaky-Voiced Teen",4
"DOLPH",4
"Cletus Spuckler",4
"Seymour Skinner",3
"Kearney Zzyzwicz",2
"Jimbo Jones",2
"Rainier Wolfcastle",2
"Southern Soldier",2
"Gary Chalmers",2
"Grampa Simpson",2
"Nelson Muntz",1
"Martin Prince",1
"Announcer",1
"Female Sergeant",1
"Homer's Brain",1
"Cereal Captain",1
"Carl Carlson",1
"Assorted Townspeople",1
"C. Montgomery Burns",1
"Ralph Wiggum",1
"Sideshow Mel",1
