name,count
"Homer Simpson",103
"C. Montgomery Burns",35
"Stark Richdale",17
"Marge Simpson",14
"Bart Simpson",11
"Lisa Simpson",8
"Dr. Julius Hibbert",7
"Waylon Smithers",6
"Vendor",5
"Lenny Leonard",4
"Moe Szyslak",3
"Nuclear Inspector",3
"Carl Carlson",2
"Workers",2
"Accountant",2
"Milhouse Van Houten",2
"Nelson Muntz",2
"Deep Voice",1
"Scratchy",1
"Itchy",1
"Mouse Paramedic",1
"Professor Jonathan Frink",1
"Nuts & Bolts",1
"Snake Jailbird",1
"Cletus Spuckler",1
"Hans Moleman",1
"Class",1
"First Worker",1
"Tourist",1
"Ned Flanders",1
