name,count
"Homer Simpson",66
"Marge Simpson",31
"Chief Wiggum",16
"Mrs. Bellamy",15
"Moe Szyslak",9
"Judge Snyder",8
"Scientist",7
"Carl Carlson",6
"Lisa Simpson",6
"Carmen Electra",6
"Lenny Leonard",5
"Rev. Timothy Lovejoy",5
"Bart Simpson",4
"Lou",4
"Man With Braces",4
"Homer Devil",3
"Agnes Skinner",3
"Jury Foreman",3
"Priest",3
"Michael Clark Duncan",3
"Duffman",2
"Blue-Haired Lawyer",2
"Old Jewish Man",2
"Cletus Spuckler",2
"Gil Gunderson",2
"Prison Warden",2
"Guard",2
"Marge's Thoughts",1
"Homer Angel",1
"VOICE OVER MEGAPHONE",1
"Old Lady",1
"Society Matron",1
"Seymour Skinner",1
"Kent Brockman",1
"Otto Mann",1
"Brandine Del Roy",1
"Executioner",1
