name,count
"Simpson Home",48
"",24
"DENTAL COMPLEX",23
"Downtown Springfield",21
"DARK CASTLE",14
"Flanders Home",11
"Patty and Selma's Apartment",10
"Phineas Q. Butterfat's 5600 Flavors Ice Cream Parlor",10
"Channel 6 Studios",9
"CHANNEL SIX",8
"CHANNEL SIX WEATHER DESK",8
"Krusty the Clown Show Set",8
"Smartline Studio",7
"Marge's Car",6
"Simpson Living Room",6
"Hallway",6
"Simpson Car",5
"Dentist's Office",3
"DENTAL ROOM",3
"Springfield Street",2
"Springfield",2
"DENTAL TREATMENT ROOM",2
"Sideshow Mel's House",2
"SEWER",1
