name,count
"George H.W. Bush",68
"Homer Simpson",67
"Bart Simpson",29
"BARBARA",18
"Marge Simpson",15
"Ned Flanders",12
"Agent Johnson",6
"Seymour Skinner",5
"Gerald Ford",4
"Apu Nahasapeemapetilon",3
"Sportscaster #1",2
"Sportscaster #2",2
"Mrs. Glick",2
"Disco Stu",2
"Grampa Simpson",2
"GORBACHEV",2
"Guy In Crowd",1
"Carl Carlson",1
"Chief Wiggum",1
"Moe Szyslak",1
"Crowd",1
"Lisa Simpson",1
"GEORGE BUSH & FLANDERS",1
"Maude Flanders",1
"Rod Flanders",1
"Todd Flanders",1
"Teenage Kid",1
"Dr. Julius Hibbert",1
"Elks",1
"Man",1
"Homer's Brain",1
