name,count
"Homer Simpson",31
"Marge Simpson",31
"Lisa Simpson",25
"Tammy",20
"Milhouse Van Houten",17
"C. Montgomery Burns",12
"Mrs. Quimby",7
"Seymour Skinner",6
"Ralph Wiggum",5
"Chief Wiggum",5
"Nana",4
"Lou",4
"Mayor Joe Quimby",3
"Nelson Muntz",3
"Bart Simpson",3
"Sherri Mackleberry",3
"Voice",3
"Woman",3
"Agnes Skinner",3
"Younger Milhouse",3
"Bunny Referee",2
"Miss Springfield",2
"Cookie Kwan",2
"Terri Mackleberry",2
"Luigi",2
"Moe Szyslak",2
"Bernice Hibbert",1
"Thought Bubble Marge",1
"Announcer",1
"Host",1
"Krusty the Clown",1
"Italian Man",1
"Italian Woman",1
"Sheila",1
"Women",1
"Tammy's Husband",1
"Sportscaster",1
"Waylon Smithers",1
"Eddie",1
