name,count
"Bart Simpson",61
"Homer Simpson",34
"Marge Simpson",21
"Simon",19
"C. Montgomery Burns",14
"Lenny Leonard",12
"Lisa Simpson",10
"Quenly",9
"Milhouse Van Houten",6
"Announcer",5
"Moe Szyslak",4
"Chauffeur",4
"Devon",4
"Chief Wiggum",3
"Joe Montana",3
"Grampa Simpson",3
"Adult 'Bart'",3
"Apu Nahasapeemapetilon",2
"Barney Gumble",2
"Krusty the Clown",2
"Barflies",1
"Nelson Muntz",1
"Mayor Joe Quimby",1
"Lou",1
"Vacu-bot",1
"BART-LIKE VOICE",1
"Waylon Smithers",1
"Wino",1
"Attendant",1
"Chester Lampwick",1
