name,count
"Homer Simpson",109
"Mick Jagger",26
"Marge Simpson",23
"Lisa Simpson",16
"Keith Richards",16
"Moe Szyslak",13
"Bart Simpson",12
"Tom Petty",12
"Elvis Costello",9
"Drunk Homer",7
"Campers",7
"Carl Carlson",6
"Lenny Kravitz",5
"Chief Wiggum",5
"Cab Driver",4
"Brian Setzer",4
"Squeaky-Voiced Teen",3
"Lenny Leonard",3
"Disco Stu",3
"Apu Nahasapeemapetilon",3
"Female Cab Driver",2
"Barney Gumble",2
"Nurse",1
"Network Announcer",1
"Female Announcer",1
"Kenny Loggins",1
"Otto Mann",1
"GROUPIES",1
"Women",1
"Salvadoran Rebel",1
"Seymour Skinner",1
