name,count
"Homer Simpson",37
"Marge Simpson",29
"Bligh",21
"Lisa Simpson",16
"Bart Simpson",14
"Moezekiel",13
"Captain Horatio McCallister",11
"FLANDISH",10
"Fletcher Christian",10
"Rev. Timothy Lovejoy",6
"Jimbo Jones",5
"Bosun Willie",4
"Comic Book Guy",4
"Lenny Leonard",3
"DOLPH",3
"Disco Stu",3
"Capt. Burns",3
"Selma Bouvier",3
"Sideshow Mel",3
"Beefeater Lenny",2
"Beefeater Carl",2
"Milhouse Van Houten",2
"Kearney Zzyzwicz",2
"King Homer",2
"Carl Carlson",2
"Old Jewish Man",2
"Krusty the Clown",2
"Mayflower Crew",1
"Pilgrims",1
"Pilgrim Smithers",1
"Brother Willie",1
"Chief Wiggum",1
"Nelson Muntz",1
"Queen Marge",1
"Tahitian Man",1
"Sculptor",1
"Tahitian Juggler",1
"Half Of Crew",1
"Crew",1
"Barney Gumble",1
"Old Jewish Woman",1
"Luigi",1
"Ned Flanders",1
"CHIEF PETTY OFFICER WIGGUM",1
"C.P.O. Wiggum",1
"Gilbert O. Sullivan",1
