name,count
"Homer Simpson",80
"Moe Szyslak",12
"Memory Marge",10
"Marge Simpson",10
"Professor Jonathan Frink",9
"Memory Homer",8
"Duffman",8
"Chief Wiggum",6
"Grampa Simpson",6
"Selma Bouvier",6
"Lenny Leonard",6
"Memory Wiggum",5
"Krusty the Clown",5
"Memory Lisa",4
"Patty Bouvier",4
"Carl Carlson",4
"Old Jewish Man",3
"Ned Flanders",2
"Memory Bart",2
"Memory Duffman",2
"Truck Driver",2
"Groundskeeper Willie",1
"Hispanic Crowd",1
"Julio",1
"High School Glee Club",1
"Old People",1
"Announcer",1
"10-Year-Old Homer",1
"20-Year-Old Homer",1
"Bart Simpson",1
