name,count
"Bart Simpson",39
"Marge Simpson",36
"Homer Simpson",24
"Comic Book Guy",18
"Erik",15
"Groundskeeper Willie",7
"Andy Hamilton",7
"Nelson Muntz",6
"Lisa Simpson",6
"Anita",6
"Milhouse Van Houten",5
"Edna Krabappel-Flanders",4
"Kearney Zzyzwicz",4
"Connie",4
"Martin Prince",3
"Seymour Skinner",3
"Tyler Winklevoss",3
"Ross",3
"Moe Szyslak",3
"Rachel",3
"4th Graders",2
"Mr. Benzie",2
"Gary Chalmers",2
"Mike",2
"Dr. Julius Hibbert",2
"Ned Flanders",2
"5th Graders",1
"Bart's Class",1
"Zach",1
"Tough 5th Grader",1
"Other Boys",1
"Jimbo Jones",1
"Chris",1
"MARGE 40-YEAR-OLD",1
"Mayor Joe Quimby",1
"Brandine Del Roy",1
"Cletus Spuckler",1
