name,count
"Homer Simpson",63
"Marge Simpson",18
"Bart Simpson",18
"Fox Mulder",11
"Dana Scully",10
"Moe Szyslak",9
"Lisa Simpson",8
"Leonard Nimoy",7
"C. Montgomery Burns",6
"Waylon Smithers",6
"Alien",6
"Kent Brockman",6
"Grampa Simpson",5
"Jasper Beardly",3
"Dr. Julius Hibbert",3
"Stagehand",3
"Lenny Leonard",2
"Video Arcade Man",2
"Milhouse Van Houten",2
"Carl Carlson",2
"Chief Wiggum",2
"Groundskeeper Willie",2
"Frog #1",2
"Frog #2",2
"Frog #3",2
"Patient",2
"NICK RIVIERA",2
"Crowd",2
"Mrs. Glick",1
"Kevin Costner Voice",1
"Hans Moleman",1
"Worker",1
"Guilty Man",1
"Alf",1
"MARVIN-THE-MARTIAN-TYPE",1
"alligator",1
"Barney Gumble",1
"Ned Flanders",1
"Rev. Timothy Lovejoy",1
"Hot Dog Stand Guy",1
"T-shirt Vendor",1
"Dr. Nick Riviera",1
"SMITHERS'",1
