name,count
"Homer Simpson",46
"Marge Simpson",30
"Bart Simpson",25
"Lisa Simpson",22
"Dr. Julius Hibbert",13
"Seymour Skinner",6
"Nash Castor",5
"Kearney Zzyzwicz",4
"Groundskeeper Willie",4
"Mayor Joe Quimby",4
"Bill Clinton",4
"Guard #1",4
"Old Coot",4
"DOLPH",3
"Apu Nahasapeemapetilon",3
"Tom Brokaw",3
"Rev. Timothy Lovejoy",3
"Guard #2",3
"Drederick Tatum",2
"Moe Szyslak",2
"Jimbo Jones",2
"The Rich Texan",2
"Lenny Leonard",2
"Managing Editor",2
"Gil Gunderson",2
"Captain",2
"Immigration Officer",2
"Hans Moleman",1
"Barney's Voice",1
"Mailman",1
"Elmo",1
"Nelson Muntz",1
"Gary Chalmers",1
"Eager Young Reporter",1
"Sideshow Mel",1
"Dewey Largo",1
"GOLF-COURSE EMPLOYEE",1
"Carl Carlson",1
"Elderly Southern Senator",1
"Arab Woman",1
"Aide #1",1
"Aide #2",1
"Cookie Kwan",1
"Luigi",1
"Krusty the Clown",1
"Swat Team Leader",1
"Detainee #1",1
"Detainee #3",1
"U.S. Constitution",1
"Bill O' Rights",1
"Young Guard",1
"",1
